id,address,brokers,city,country,county,countyFIPS,dateAdded,dateUpdated,descriptions,domains,features,floorSizeValue,floorSizeUnit,geoLocation,imageURLs,keys,latitude,legalDescription,longitude,lotSizeValue,lotSizeUnit,mostRecentBrokerAgent,mostRecentBrokerCompany,mostRecentBrokerDateSeen,mostRecentPriceAmount.1,mostRecentPriceDomain.1,mostRecentPricePerSquareFoot,mostRecentPriceDate.1,mostRecentPriceFirstDateSeen.1,mostRecentStatus,mostRecentStatusDate,mostRecentStatusFirstDateSeen,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,parking,people,postalCode,prices,propertyType,province,subdivision,sourceURLs,statuses,transactions,yearBuilt
kind,table,should,reflect,mention,artist,94.01,2023-05-11,2020-11-19,director,look,book,8533.66,3902.46,such,water,manage,54.323408,national,97.446455,7438.07,9332.96,training,hold,2022-02-12,872873.36,587243.78,885890.46,2020-12-10,2024-05-31,natural,2021-02-10,2022-07-08,7,international,8,5,7,reveal,base,name,345548.1,rich,matter,second,not,billion,speech,1908
home,out,dark,political,agent,stand,56.21,2024-02-25,2024-01-19,trouble,compare,edge,1220.53,6771.5,southern,stand,see,77.719392,anyone,46.295673,5708.98,3329.85,short,result,2021-11-01,425243.33,728307.28,354078.4,2022-04-10,2025-01-11,notice,2024-10-14,2023-11-24,2,I,2,3,8,example,chance,design,376753.29,stand,think,too,either,growth,camera,1936
both,bring,she,spring,per,reflect,377.35,2021-05-03,2024-12-12,eat,which,everyone,7682.8,9498.6,morning,whom,treat,-32.652193,make,-179.539568,8099.04,1149.28,because,tough,2023-03-30,372167.58,718294.29,918137.44,2024-09-19,2020-12-26,visit,2025-05-22,2024-01-10,10,water,3,5,7,back,not,question,935870.64,against,section,sing,believe,school,night,1959
partner,hair,mind,under,along,plan,730.8,2023-09-01,2022-08-07,skin,part,good,2198.15,6391.48,material,walk,instead,-76.210187,mean,26.110522,3818.8,5229.51,source,church,2023-04-16,281064.99,402407.13,843690.68,2021-04-18,2024-02-26,process,2022-11-04,2021-08-21,6,student,6,2,6,operation,receive,operation,703879.7,participant,student,lead,three,deep,into,1937
rest,full,enough,hard,bill,call,65.66,2024-06-21,2022-03-10,grow,director,become,8786.65,9173.75,of,vote,discussion,69.358631,experience,-31.041065,4084.92,8279.69,part,work,2020-12-03,25521.18,319107.77,20048.67,2022-04-05,2024-05-11,until,2022-08-10,2022-06-22,6,perform,4,9,3,physical,seek,case,707322.29,security,lead,center,phone,pretty,understand,1942
glass,list,produce,firm,rise,attention,715.32,2020-08-01,2021-07-15,recognize,when,government,4837.26,6827.77,pattern,important,her,78.209289,employee,-78.004609,7939.93,680.16,major,conference,2024-07-18,909589.7,802154.82,644497.91,2024-08-03,2024-02-22,reflect,2024-03-12,2024-10-01,1,son,10,7,6,assume,care,suffer,994196.08,million,couple,ball,only,author,take,1933
hear,way,kitchen,specific,give,college,937.81,2024-12-26,2021-05-20,sport,follow,send,2133.19,6201.51,station,perform,letter,-43.751907,yes,131.279024,6121.3,9238.26,prove,analysis,2024-12-09,808201.29,203496.27,340675.31,2023-02-12,2021-03-25,true,2021-12-19,2023-08-17,9,stage,6,6,6,and,station,lawyer,334957.95,leave,raise,ok,subject,up,similar,1916
focus,true,couple,government,at,among,653.01,2022-04-15,2022-08-07,quickly,consumer,brother,6975.01,744.1,environmental,science,voice,-57.339995,daughter,-111.599895,3437.54,1193.69,area,hit,2025-02-12,722633.64,198386.17,262164.64,2025-05-21,2020-12-11,couple,2023-08-25,2023-09-18,9,camera,10,7,10,relationship,stop,create,732091.08,plant,skin,pattern,history,tough,order,1989
bad,health,base,doctor,school,cost,313.34,2025-03-14,2021-03-07,true,computer,prove,2959.12,4177.31,fear,ready,anything,26.10978,apply,160.68067,6424.09,713.49,all,perhaps,2022-07-05,420956.14,955990.0,146009.99,2022-12-28,2023-08-25,water,2020-12-24,2020-12-04,3,out,8,8,9,half,wide,mean,107121.0,situation,education,need,article,ask,against,1935
nor,agreement,culture,third,recognize,well,771.26,2023-11-01,2023-06-04,war,man,himself,1643.49,4396.08,under,reflect,too,-28.75921,house,-176.938591,8666.8,1512.33,letter,television,2022-04-08,116073.21,614244.66,642675.6,2023-03-02,2025-01-02,center,2024-05-22,2025-06-13,7,face,6,10,1,loss,carry,training,468004.24,professor,check,various,mother,page,anything,1907
ten,value,own,store,could,become,674.46,2025-03-14,2024-10-14,scene,authority,feeling,593.19,4602.81,anything,fill,these,7.527792,mean,105.89083,6589.64,3844.94,maintain,defense,2024-06-02,616699.99,373937.42,642257.29,2022-03-07,2023-07-12,close,2022-03-21,2021-11-30,8,might,3,1,4,international,owner,level,595625.62,write,employee,another,else,television,rich,1931
red,plant,care,whole,ground,true,410.63,2024-07-14,2024-07-30,blood,back,look,615.81,4218.11,start,hand,trouble,-53.48633,computer,84.466625,6048.14,114.25,serious,child,2022-06-26,430930.67,600630.53,596589.98,2025-07-10,2023-08-11,seem,2021-02-09,2022-03-12,10,again,9,4,5,garden,write,actually,733984.76,east,record,participant,ever,often,service,1964
medical,then,campaign,along,crime,foreign,487.61,2023-07-21,2022-07-18,travel,American,artist,6077.64,4058.1,subject,alone,movie,1.462238,life,-137.348319,990.81,209.75,along,education,2021-03-31,933202.07,548654.36,453636.58,2023-01-03,2023-03-10,clear,2021-07-27,2023-01-09,9,light,10,5,2,lose,contain,more,830017.7,fish,five,guess,machine,suffer,family,1956
from,soldier,lose,mean,check,so,366.28,2024-06-12,2025-01-04,choice,should,throughout,6486.69,4179.35,relationship,civil,approach,-23.7602,bit,179.726595,9125.3,633.83,close,her,2025-02-22,752646.3,547334.06,820748.77,2023-10-27,2025-01-11,media,2023-04-27,2021-12-08,8,most,8,10,8,or,father,white,236884.44,probably,blood,concern,table,shoulder,red,1947
anyone,before,dinner,thus,what,song,79.93,2022-07-05,2021-12-11,smile,near,forward,6663.62,5091.02,decade,could,dark,0.853742,write,148.015453,4699.08,9646.02,idea,face,2024-01-12,315803.25,415715.18,341782.32,2021-02-13,2021-09-21,lot,2021-12-12,2022-04-18,4,need,4,3,3,television,upon,listen,170640.34,produce,officer,approach,message,big,organization,2021
material,about,send,per,own,management,809.66,2023-11-17,2024-05-18,pick,sell,paper,1652.79,429.47,say,consumer,learn,-23.668386,risk,-28.53295,4609.74,1670.97,against,head,2022-03-02,963009.3,218524.18,29587.06,2023-07-19,2023-04-11,buy,2022-02-08,2022-10-10,10,me,2,1,8,official,our,type,955227.81,city,well,significant,under,positive,well,1922
read,make,national,rock,think,involve,708.23,2025-06-25,2023-05-18,magazine,perform,most,5673.39,7166.68,effort,wear,less,-45.740574,life,138.245318,877.4,6685.99,finally,film,2024-05-19,629535.77,184949.16,915422.83,2022-06-27,2022-11-11,hour,2021-09-21,2022-03-31,9,film,4,4,1,rise,scientist,perhaps,361839.89,born,story,carry,commercial,let,water,1902
stop,find,policy,shoulder,sit,care,503.11,2025-06-21,2022-02-07,condition,air,rather,1090.41,1884.48,here,company,easy,19.777176,culture,-115.239867,2527.06,1344.16,foot,establish,2023-01-01,409756.07,687755.79,104824.18,2021-03-22,2023-03-11,look,2025-05-05,2024-07-31,10,prevent,1,5,3,true,throw,company,526341.11,southern,eight,story,woman,image,meet,1985
three,candidate,hold,prevent,reason,factor,398.27,2024-02-29,2022-03-11,plan,country,man,9430.22,8124.6,over,various,team,-82.146752,character,0.884412,3787.63,5934.77,yes,yet,2022-10-06,34603.84,645351.57,332706.18,2024-11-01,2022-09-13,boy,2022-07-03,2021-11-19,7,operation,9,3,3,provide,truth,project,982032.92,sport,store,analysis,part,value,age,2006
house,nature,of,seek,music,understand,587.29,2023-08-16,2023-09-22,spend,myself,occur,9929.7,3775.54,financial,under,truth,-83.891993,wall,73.53271,1534.2,7022.17,range,blue,2025-02-24,654494.92,582979.97,456470.33,2020-10-11,2021-08-26,candidate,2021-06-29,2023-07-14,5,sign,8,5,2,base,would,ahead,935042.37,letter,ago,have,mind,south,field,1966
sister,television,build,write,change,way,154.25,2021-07-17,2021-07-05,without,tell,mother,433.89,6970.7,choose,shake,account,59.42867,job,-17.810949,6838.59,7137.28,economic,statement,2024-07-16,145085.26,359909.38,814396.91,2021-09-23,2021-11-01,list,2021-06-11,2023-07-04,4,do,1,6,2,product,son,she,566907.22,activity,institution,artist,whom,wish,compare,1912
society,make,begin,edge,stock,few,186.96,2021-07-19,2021-03-30,kind,age,answer,8542.88,5413.49,help,upon,go,-60.40696,section,-68.812503,6654.31,8200.63,today,want,2021-12-28,416332.93,950513.14,64314.67,2025-03-14,2022-12-13,nor,2023-07-10,2023-04-05,8,better,10,3,1,front,network,blue,461253.74,player,artist,social,agreement,necessary,view,1914
life,may,word,behavior,identify,carry,59.85,2024-03-15,2025-03-04,involve,these,adult,3814.78,5153.84,leader,care,officer,4.363122,skill,-89.324511,1827.91,5655.3,suffer,newspaper,2024-04-23,823869.63,722095.03,873688.38,2022-05-09,2025-02-01,than,2024-01-28,2020-10-27,10,front,3,10,5,room,improve,off,923211.22,pressure,still,fast,himself,court,argue,1998
high,true,stay,level,senior,team,167.1,2025-01-16,2021-12-28,need,huge,American,5464.38,7662.39,feeling,determine,image,-30.151718,east,-86.362255,2930.33,7269.42,sort,including,2022-07-10,904173.34,244565.49,196074.31,2024-05-27,2021-07-06,over,2021-11-15,2022-08-11,8,maintain,9,7,1,difference,plan,wrong,56295.67,when,minute,herself,position,certain,show,1975
choice,future,change,life,vote,since,372.09,2023-09-13,2024-03-26,food,indeed,throughout,2512.57,8276.27,next,place,less,66.971396,involve,49.195739,5079.45,3796.14,financial,little,2024-02-22,724719.18,593749.76,107101.13,2022-11-29,2021-02-27,race,2020-12-15,2024-12-27,4,could,1,9,3,before,major,allow,149053.73,forward,these,executive,oil,work,themselves,2012
make,treat,second,child,suggest,dark,755.88,2021-10-03,2022-08-05,card,what,admit,5950.4,2504.38,total,least,prevent,29.912883,in,-129.921984,4783.91,8279.1,executive,eat,2024-04-07,36788.64,463590.83,500117.38,2021-05-09,2021-05-19,authority,2021-10-10,2022-09-25,2,audience,10,2,1,success,market,herself,700274.37,bill,with,light,society,maybe,so,2017
leave,remain,notice,score,politics,put,897.47,2023-11-18,2024-08-19,politics,matter,back,4283.65,6946.66,own,building,national,-77.154333,gun,172.383007,5926.72,4669.54,five,size,2021-08-31,96371.52,290968.72,927433.12,2025-06-13,2023-08-28,rule,2025-04-01,2021-06-11,9,choice,5,3,1,commercial,later,example,700045.12,design,conference,boy,morning,move,along,1911
agent,drug,more,poor,since,way,374.08,2023-12-06,2024-05-12,keep,car,treat,3801.53,957.69,prevent,billion,media,5.308713,show,-144.072063,3389.9,6131.44,buy,real,2024-05-16,965919.62,451644.97,30778.94,2023-10-21,2023-05-24,policy,2022-03-08,2022-04-09,9,style,5,6,8,morning,west,long,88185.86,have,hold,represent,focus,talk,catch,1979
with,statement,second,many,again,power,786.55,2024-04-08,2024-03-29,hand,purpose,fight,2339.68,5557.14,only,spend,he,65.088552,song,71.005992,2313.72,427.03,project,anything,2021-03-22,962551.95,428302.67,778884.74,2025-02-28,2021-02-10,investment,2022-04-19,2025-07-12,10,international,2,9,2,short,stage,discover,118717.12,cost,born,crime,local,dark,away,1957
sister,force,factor,artist,thus,pretty,845.58,2024-04-26,2022-01-04,page,yourself,inside,7990.73,306.33,future,firm,bring,-70.67305,democratic,-5.169062,3530.54,7573.59,base,protect,2021-01-09,158858.74,624239.59,14378.75,2021-09-07,2022-04-17,business,2024-09-29,2024-08-11,5,one,1,1,4,rich,democratic,across,63963.65,generation,keep,also,evidence,phone,spring,1955
century,value,back,mind,couple,where,441.64,2022-09-12,2025-02-16,after,head,especially,2208.03,7618.52,study,who,play,35.614161,how,-110.132293,469.78,3231.23,arm,at,2024-08-13,531903.81,262647.25,746338.79,2020-10-19,2023-07-14,station,2023-11-06,2020-08-26,5,also,8,2,10,discuss,policy,build,321355.85,husband,reach,service,project,than,hand,1940
however,such,light,reveal,financial,authority,343.17,2023-10-03,2025-06-01,instead,more,race,6065.1,6920.94,million,air,may,63.7566,event,-6.381474,2230.94,5984.67,deal,son,2021-08-17,762652.84,166073.4,52654.02,2022-12-28,2021-09-14,wonder,2020-08-11,2021-05-22,7,must,8,5,8,fish,security,seven,417545.67,consumer,according,task,sense,face,small,1941
back,major,anything,expert,forward,whom,775.62,2021-05-21,2025-07-16,model,language,those,5705.15,9992.82,listen,despite,benefit,80.499926,cold,-13.109814,9353.34,5947.93,every,woman,2025-01-24,439837.19,180618.68,170998.54,2021-05-30,2024-08-25,television,2023-11-18,2022-05-15,3,appear,7,6,4,member,specific,degree,708198.95,number,kind,stage,represent,approach,term,1917
give,tough,American,organization,them,alone,109.24,2025-03-22,2021-02-16,catch,require,institution,9296.11,2688.56,relate,newspaper,hour,-24.563285,our,86.512304,6581.76,9384.31,process,writer,2020-08-26,293931.49,804248.11,118509.03,2024-11-12,2021-02-18,notice,2021-08-28,2025-05-17,9,score,6,7,6,able,local,drive,363805.1,white,and,tax,citizen,listen,fast,1987
summer,meet,white,standard,where,painting,258.76,2023-05-26,2025-05-25,design,memory,town,2429.04,8512.78,kid,late,simple,-25.205472,simply,36.275648,3272.88,4181.54,key,create,2022-11-25,251045.27,453804.63,388318.39,2023-12-20,2021-01-02,hospital,2020-10-02,2020-12-17,7,special,7,10,3,gas,back,evidence,762312.56,charge,nation,free,make,learn,treatment,2019
cut,pass,language,court,different,treatment,65.59,2024-05-15,2024-01-14,gun,strategy,bill,401.12,6463.7,dinner,guess,material,-4.318201,establish,-35.885341,2909.92,6643.29,another,by,2023-03-30,663757.53,773457.42,212109.53,2022-03-05,2025-07-02,father,2024-04-14,2023-10-17,8,choose,5,6,8,cost,seat,use,200774.59,still,result,simply,pull,than,change,1901
fill,whether,whom,sound,spend,father,343.19,2023-12-18,2025-03-11,very,debate,go,6005.73,4798.28,trouble,cut,hold,73.42327,management,-112.784358,5960.54,4891.54,determine,event,2022-06-15,780244.57,414772.71,777362.29,2023-10-09,2023-06-08,small,2021-04-19,2020-09-18,10,everybody,4,10,9,paper,why,such,42835.55,network,take,others,these,coach,gas,2019
as,break,care,laugh,find,know,729.41,2024-05-17,2023-09-05,trouble,small,deep,3847.17,4139.73,east,response,heavy,44.867481,who,-138.489778,3334.37,3160.49,key,song,2024-07-27,676747.79,872823.52,898362.13,2024-10-09,2023-03-29,cup,2023-10-11,2022-03-22,7,modern,7,10,10,democratic,hard,effect,153499.79,century,who,bed,size,year,strategy,2023
discussion,political,daughter,already,speech,someone,298.31,2024-12-01,2025-05-21,while,body,seem,9372.89,3844.18,above,cut,probably,-55.529034,media,-81.233469,2945.02,8490.35,together,move,2025-06-23,722947.71,263271.01,568819.34,2022-03-25,2025-06-08,cause,2022-11-20,2022-10-06,6,book,6,9,5,door,house,economy,110679.05,news,cell,similar,behind,enjoy,body,1998
life,why,off,green,room,either,552.98,2021-01-26,2025-04-11,source,us,miss,132.6,7658.78,money,just,describe,-86.418521,could,2.189756,3339.59,9794.75,they,huge,2021-10-10,577891.07,549131.92,143831.53,2021-06-16,2024-03-17,size,2025-03-16,2023-12-20,9,economy,4,4,9,sea,hit,prevent,95261.98,key,close,against,human,mouth,at,1964
decide,close,spend,stuff,college,mention,831.03,2021-09-24,2022-04-14,camera,meet,social,8538.84,7998.13,through,per,better,-17.68179,gas,20.31556,5013.33,1731.79,compare,table,2024-01-25,584530.42,136745.81,505858.5,2023-07-28,2021-11-21,enter,2023-11-15,2022-05-28,8,others,1,2,9,since,fill,including,10590.96,political,draw,party,week,then,whether,1988
decade,idea,animal,huge,American,new,446.32,2022-11-14,2022-08-25,stuff,box,mind,2869.4,2854.09,quality,population,early,72.05228,spend,156.629909,9025.46,3409.15,address,base,2025-02-26,209775.08,939559.94,385452.23,2023-08-19,2025-04-18,son,2022-05-04,2025-03-04,3,drive,7,2,3,hit,present,easy,223180.5,value,ok,physical,player,money,against,1990
ready,executive,mission,program,ask,itself,828.86,2022-05-23,2025-05-15,space,professional,at,8627.43,5535.08,hear,garden,industry,16.43847,condition,81.304849,592.76,6885.25,young,take,2022-02-09,884071.36,25493.47,29542.66,2023-10-08,2023-04-04,attack,2024-02-19,2022-02-05,7,set,6,7,2,upon,ten,later,308787.08,program,subject,according,sell,southern,she,2016
we,fund,kind,very,though,lawyer,963.88,2021-10-05,2023-07-08,treatment,standard,entire,7902.77,3233.95,officer,final,personal,14.222502,you,167.406777,7729.31,2674.31,my,test,2021-12-03,93678.65,833850.23,347793.35,2024-12-27,2024-10-19,special,2023-07-24,2021-09-23,4,food,8,10,9,despite,growth,rock,57247.57,common,quite,expect,beautiful,realize,story,1910
enjoy,yet,act,her,color,something,632.85,2021-05-08,2022-12-06,travel,civil,could,3955.23,1996.89,Congress,land,prevent,65.762064,top,-178.922435,7156.6,4332.78,somebody,firm,2020-08-18,73238.07,384443.56,626553.1,2024-07-25,2023-02-07,just,2022-05-20,2021-06-26,8,candidate,1,10,6,admit,their,about,657481.05,then,former,upon,soldier,success,tend,1975
dinner,us,up,campaign,likely,break,806.26,2024-07-29,2021-01-19,answer,what,sing,6971.01,7043.91,check,crime,brother,-17.551985,popular,-22.309861,6248.31,7649.79,everyone,list,2021-12-02,422274.83,229690.81,31804.35,2025-06-05,2024-10-03,avoid,2025-06-28,2023-02-14,10,mother,8,6,2,alone,end,Democrat,225114.31,first,result,grow,energy,finally,traditional,1964
resource,go,like,number,improve,decide,592.92,2022-04-20,2025-04-07,travel,fill,effect,1509.44,9614.46,sign,either,capital,-41.566759,sign,-45.028921,5795.85,3462.49,training,growth,2024-08-13,797336.9,745260.13,954449.44,2024-05-06,2022-12-05,finally,2023-12-26,2020-09-29,3,smile,9,5,4,particular,seat,wrong,288519.6,time,common,rest,treat,down,strong,1928
imagine,open,today,response,type,fight,68.53,2021-03-02,2025-01-17,wish,safe,carry,1278.48,3691.75,everybody,discover,impact,-2.378555,occur,-26.37533,5806.72,5428.61,open,which,2023-04-26,626376.01,379215.04,692343.59,2024-10-05,2022-11-29,sometimes,2024-06-12,2023-05-04,1,better,2,5,4,too,somebody,condition,966959.52,since,lead,international,heart,knowledge,tend,1998
tonight,some,life,wish,red,total,478.86,2020-10-21,2023-02-05,possible,when,forget,5419.15,97.76,man,citizen,number,70.375433,better,110.387505,5626.09,3680.51,energy,theory,2022-10-07,259128.9,827870.29,78494.93,2023-12-04,2023-08-18,marriage,2025-05-06,2023-11-01,6,late,1,3,8,medical,you,energy,804079.45,material,happy,court,draw,its,become,1902
go,chair,program,hope,discuss,hair,799.02,2024-02-16,2020-11-23,describe,financial,cause,5445.65,5240.63,voice,have,very,45.59619,recognize,-67.683374,64.7,441.63,call,sister,2023-04-19,461603.96,809601.53,351867.51,2025-05-05,2023-06-24,step,2025-02-09,2021-03-27,7,themselves,5,1,2,tell,quality,not,598953.14,new,purpose,determine,discuss,believe,under,1977
total,join,fund,remember,provide,include,132.17,2020-09-21,2025-03-22,garden,operation,anyone,6301.62,3916.6,follow,kid,how,-29.21316,lay,112.016616,4642.08,397.79,parent,group,2023-10-13,825258.51,943304.53,317721.26,2021-07-15,2024-01-17,watch,2024-11-07,2024-08-27,1,day,2,10,7,parent,adult,care,131816.66,write,bag,middle,glass,serve,develop,1913
rather,as,support,senior,over,should,95.36,2023-06-17,2020-10-08,spring,Congress,certain,1606.71,4540.3,which,receive,through,-35.419167,blue,-110.23735,1400.13,2386.02,including,have,2024-07-26,864161.19,183111.06,853584.77,2025-02-26,2023-06-22,write,2025-04-24,2024-01-10,7,another,7,7,2,color,with,play,181175.83,ability,political,poor,partner,skin,challenge,1960
describe,continue,bank,same,allow,agreement,337.09,2021-10-23,2023-10-10,to,marriage,hot,1846.16,4015.6,one,reveal,exist,-42.795386,time,-4.261135,8666.31,4682.25,notice,even,2021-07-08,533654.84,256362.06,593721.9,2024-05-03,2025-01-05,add,2021-10-28,2024-07-06,1,style,4,8,4,second,onto,sign,819282.38,week,positive,cost,degree,four,resource,2000
commercial,international,instead,reality,sport,west,999.6,2020-12-16,2021-04-09,herself,hour,move,4976.43,7134.88,international,their,marriage,42.102957,our,-174.996602,2585.16,3251.69,easy,suddenly,2021-05-30,220266.22,595980.56,875942.4,2021-10-27,2022-10-23,old,2023-08-20,2025-02-16,8,southern,8,4,7,coach,film,affect,678699.95,our,public,mother,it,administration,give,1962
character,write,lot,share,floor,in,835.49,2023-08-09,2024-12-24,usually,want,interview,7751.47,2043.38,direction,information,age,-14.127083,cup,-123.493596,2786.07,3732.83,former,follow,2022-01-06,232550.21,601504.43,626626.34,2023-05-10,2021-05-21,course,2024-05-03,2022-10-29,3,member,7,8,7,with,believe,yeah,430127.96,bag,travel,trade,learn,third,born,1934
live,laugh,sure,way,ground,pass,174.1,2024-07-21,2022-12-28,blue,almost,amount,5560.25,5478.82,forget,on,fire,9.181006,compare,141.73561,1102.58,1053.59,know,rather,2020-10-04,945342.24,213316.04,55421.69,2025-06-11,2022-09-10,either,2023-02-01,2022-10-17,10,where,5,2,8,summer,call,light,93818.73,company,other,officer,machine,party,ten,1996
direction,value,consider,candidate,behavior,notice,769.61,2024-04-21,2021-07-27,south,according,be,6471.39,2767.23,look,few,garden,-53.475471,stage,12.14714,8104.32,3743.73,success,technology,2021-11-13,523513.77,892352.07,299975.39,2023-08-29,2023-10-05,recently,2022-06-26,2022-01-11,5,magazine,6,3,8,base,style,fine,473941.43,town,get,check,rock,our,school,1914
window,interesting,across,remain,effort,generation,382.45,2024-12-08,2023-05-01,enough,interview,teach,2397.2,5942.23,recent,by,husband,-15.202405,entire,-0.647228,6170.34,520.92,prepare,culture,2021-08-25,228841.28,725984.01,757232.87,2024-09-21,2024-04-30,occur,2025-04-08,2023-06-14,4,also,6,3,5,cell,inside,grow,790737.28,early,example,age,tough,writer,brother,2012
first,seven,with,room,edge,thousand,778.4,2025-07-15,2025-02-04,arrive,world,good,5363.65,8919.18,large,deep,nation,52.438962,magazine,142.602886,6593.38,4206.09,a,time,2021-01-20,93135.61,49975.04,74064.29,2023-09-27,2023-04-01,wait,2024-04-03,2025-07-19,3,music,7,3,6,someone,ahead,environmental,992857.79,yourself,still,toward,public,organization,power,1955
ok,begin,which,professor,around,significant,732.42,2020-10-24,2025-07-08,continue,office,table,4757.76,2601.17,practice,sense,western,-33.365488,imagine,-90.319791,5661.79,415.33,cup,tax,2023-12-04,746882.92,722074.87,813557.15,2021-07-28,2024-12-09,growth,2024-05-15,2021-07-07,1,treatment,8,4,6,car,development,well,50204.34,nation,guess,focus,foreign,control,fish,1995
couple,effort,fly,by,mission,nature,433.64,2023-06-08,2020-07-29,ability,occur,take,2671.23,9769.74,character,trial,turn,-73.128883,bill,-141.565553,3828.76,404.76,statement,ground,2025-07-23,986602.86,98227.71,47913.56,2023-03-11,2023-03-30,character,2024-03-02,2021-07-23,2,worker,1,8,4,fight,toward,realize,435604.89,range,group,hold,instead,sell,sing,1982
size,radio,including,decade,tend,training,481.94,2024-09-14,2022-03-23,far,live,treatment,9279.54,9860.68,player,finish,by,-24.708018,newspaper,171.239637,2765.23,3651.78,build,month,2023-11-29,345180.26,452891.06,766548.72,2023-08-14,2024-09-07,although,2022-11-01,2025-04-21,10,poor,8,8,5,cut,consider,experience,686032.86,blood,story,trade,green,under,language,1957
soon,matter,dream,rather,poor,information,679.21,2023-07-26,2021-12-02,some,discover,you,5429.12,1349.55,effect,top,individual,5.465461,forward,-85.538671,1008.1,9336.65,night,bank,2021-10-05,205335.81,802915.91,830116.65,2020-10-04,2020-12-02,PM,2024-10-06,2021-10-04,5,benefit,10,9,7,feeling,old,pretty,825298.03,situation,wife,human,drug,evening,over,1994
scientist,foreign,research,civil,drive,opportunity,303.61,2023-12-10,2022-01-06,born,girl,cup,5393.76,7182.06,defense,way,general,19.915556,hear,50.655099,2353.51,2726.76,develop,toward,2022-03-27,373193.06,883437.34,415556.09,2022-03-16,2020-10-26,people,2022-08-13,2025-02-22,7,high,4,5,2,world,run,sing,542682.2,time,partner,deep,each,share,matter,2020
few,long,in,phone,from,property,529.07,2022-02-11,2024-07-03,market,father,son,1460.7,3635.49,manage,tough,give,-22.0317,treatment,-154.102772,3389.43,9360.01,business,whatever,2024-06-27,146443.44,596139.61,443814.71,2024-11-09,2023-06-25,green,2021-03-22,2024-05-07,6,soldier,4,2,1,think,local,especially,494554.07,manager,region,act,either,about,avoid,1983
line,seem,case,product,scientist,many,964.01,2021-10-04,2025-04-20,concern,actually,any,339.46,1433.13,camera,seek,candidate,-14.202348,practice,25.65415,7220.71,9351.82,community,fear,2025-03-29,396035.17,740866.82,923873.67,2024-08-24,2022-06-18,will,2022-08-03,2024-04-20,10,become,1,9,7,still,than,short,730704.11,management,necessary,season,there,thus,baby,1926
world,response,issue,visit,mind,debate,574.03,2020-11-04,2022-09-24,into,base,significant,2701.57,9319.5,life,agreement,win,13.132855,standard,-21.582673,6538.06,9645.31,win,because,2023-09-18,560077.93,475895.23,874954.96,2023-06-19,2023-08-16,value,2024-11-30,2021-10-18,7,clearly,3,10,6,total,occur,official,348568.82,that,identify,necessary,remain,leader,perform,2002
thing,present,rather,fall,debate,painting,558.49,2020-09-15,2024-05-30,month,part,leader,6779.84,9783.29,figure,type,theory,-60.966317,keep,-110.897643,5029.8,4033.99,generation,feel,2022-04-26,473509.82,157082.09,723370.15,2024-07-27,2023-05-26,teacher,2021-03-29,2024-07-12,2,line,10,1,4,author,behind,word,884532.33,after,I,course,impact,class,reduce,1977
course,story,woman,certain,plant,good,420.18,2024-08-09,2024-08-01,suffer,bag,change,1071.61,9092.94,leg,hundred,form,-7.703454,clear,-114.879014,7812.4,6571.73,relate,experience,2020-08-19,511661.68,345496.25,926611.13,2022-09-24,2024-01-11,simply,2023-11-03,2023-06-25,1,board,9,1,3,clear,change,president,281731.78,operation,buy,leave,maybe,person,myself,1903
third,produce,coach,Republican,pass,must,168.42,2025-02-09,2021-12-10,imagine,bank,first,8631.52,9602.23,what,short,me,73.181332,movement,136.971704,9527.25,4813.08,of,though,2020-10-19,633432.28,761366.93,415309.58,2021-02-28,2022-06-21,response,2023-10-20,2021-06-30,9,I,8,4,1,should,others,design,611266.58,trial,again,far,professional,know,heavy,1902
agent,eight,out,hard,inside,why,528.37,2020-08-16,2024-04-08,public,end,gas,5374.06,996.16,prevent,record,yet,-66.367881,ability,-43.701388,128.67,4466.51,such,morning,2020-10-06,85105.53,731511.92,916523.61,2022-03-12,2024-11-09,hundred,2020-11-09,2023-12-12,7,detail,4,2,10,daughter,form,its,312875.29,cut,worry,computer,discuss,someone,whose,1941
simple,sister,age,rock,clear,often,24.34,2021-06-25,2021-12-31,game,guy,language,7783.64,2758.36,others,financial,wait,87.511978,hospital,53.043768,577.2,1223.19,finally,measure,2023-11-21,825135.15,56781.68,110396.55,2021-09-14,2023-08-28,couple,2022-12-18,2022-05-13,1,how,4,6,10,beyond,indicate,with,921760.75,walk,director,individual,assume,trade,each,1962
stand,perform,draw,major,debate,success,96.33,2021-12-10,2021-05-21,current,event,ok,9108.42,484.34,although,character,station,-76.189028,occur,-111.235675,6053.26,5763.68,fall,type,2020-12-19,320721.31,434106.83,539793.34,2025-02-17,2024-11-26,leg,2021-04-15,2022-04-22,9,guy,6,7,10,house,machine,treat,24209.53,listen,factor,our,buy,garden,seek,2007
but,foot,food,kid,work,turn,805.1,2025-07-20,2023-06-05,dog,money,court,7672.37,1866.26,deep,upon,scientist,-81.588449,represent,-134.923032,4178.73,994.07,popular,from,2021-12-20,116600.37,200636.15,140683.45,2021-01-25,2022-11-09,language,2025-06-10,2024-02-02,6,why,9,3,8,factor,lay,campaign,417032.85,like,produce,man,behind,owner,eye,2005
