id,address,brokers,city,country,county,dateAdded,dateUpdated,descriptions,domains,floorSizeValue,floorSizeUnit,geoLocation,imageURLs,latitude,legalDescription,longitude,lotSizeValue,lotSizeUnit,mostRecentBrokerAgent,mostRecentBrokerCompany,mostRecentBrokerDateSeen,mostRecentPriceAmount.1,mostRecentPriceDomain.1,mostRecentPricePerSquareFoot,mostRecentPriceDate.1,mostRecentPriceFirstDateSeen.1,mostRecentStatus,mostRecentStatusDate,mostRecentStatusFirstDateSeen,mlsNumber,numBathroom,numBedroom,numFloor,parking,people,postalCode,prices,propertyType,province,sourceURLs,statuses,yearBuilt
1aa80150-c10e-40a4-9f5b-eac2e580a656,"88754 Jackson Views, East Michaelside, NH 10725",Allen-Brown,San Diego,UK,Cook County,2021-01-27,2023-07-20,Popular top our good more check enough.,walsh.net,3960.39,sq ft,"19.073917, 35.769527",https://placekitten.com/565/583,56.779329,Science anything international rock in.,32.125121,3115.01,sq ft,"Harris, Lawson and Griffin",Cantrell Ltd,2024-06-10,786735.11,475391.81,842240.73,2022-04-07,2022-05-19,For Sale,2022-09-16,2021-11-01,8,6,10,8,Garage,Carl Lamb,85157,748047.59,Multi-Family,BY,http://robinson.biz/,For Sale,1983
1b8ba639-57bc-4465-b41d-ade7452fb0c4,"33562 Diaz Vista, New Leslie, TN 29447",Hester-Thomas,San Diego,SG,Cook County,2023-09-21,2020-12-14,Daughter contain scientist majority.,callahan.net,1092.31,sq ft,"27.223398, 126.717785",https://dummyimage.com/544x335,42.014931,Reflect debate conference put from star write.,-124.26691,2705.07,sq ft,Reed LLC,"Butler, Cohen and Mills",2024-04-28,170103.23,208920.64,341617.51,2022-02-26,2023-02-10,For Sale,2024-09-17,2021-05-04,1,7,9,10,Driveway,Lori Rogers,92194,535283.94,Apartment,QLD,http://www.henry.com/,Pending,1979
e23bed6d-80bf-47b4-b69f-75b5c8fabca3,"978 Whitaker Plains Apt. 838, New John, RI 23884",Townsend-Mckee,Houston,FR,Harris County,2023-04-22,2025-02-11,Strategy impact hit identify indicate gas.,lyons.com,7011.56,sq ft,"53.694968, 54.313032",https://www.lorempixel.com/1023/454,-85.946322,Born full have.,167.42629,6910.3,sq ft,"Graham, Rangel and Stephenson","Griffith, Hunter and Davis",2020-08-11,60739.03,318658.94,993709.53,2020-09-08,2024-08-11,Pending,2021-03-22,2021-05-13,1,6,9,10,Street,Corey Sanchez,10945,607170.71,Commercial,QLD,http://burns.biz/,Pending,1924
757fee94-3c90-42f3-8bb5-3b72504b2a21,"PSC 3178, Box 2579, APO AE 20022","Washington, Reyes and Gonzalez",San Francisco,FR,Los Angeles County,2022-07-26,2024-04-06,Describe until foot change.,lawrence.com,1661.43,sq ft,"0.91739, -14.267514",https://placekitten.com/69/974,88.698158,Either million along.,-140.082098,1802.62,sq ft,Martinez-Dunlap,"Barrett, Jones and Ochoa",2020-12-21,819271.8,949325.91,179905.52,2025-02-26,2024-05-02,Pending,2024-06-17,2021-07-16,2,7,4,1,None,Christine Stone,06206,887982.42,Condo,ON,https://ramirez.com/,For Sale,2004
da36ab86-0911-4609-93b6-08ce20ebb28f,"583 Hudson Freeway Suite 288, East Pamela, TX 64576",Franco-Reilly,San Diego,DE,San Diego County,2022-02-08,2024-02-28,Mrs ready start station.,smith-perez.com,2515.48,sq ft,"-6.718669, 96.396026",https://placekitten.com/867/226,-0.906733,After sometimes region knowledge success.,97.880457,8890.81,sq ft,Gallagher-Jackson,Graves LLC,2020-10-04,48050.96,368204.56,755749.37,2024-04-29,2024-07-18,Off Market,2023-10-14,2020-08-30,2,7,8,5,Street,Robert Wright,72382,138473.84,Multi-Family,BY,https://perry.net/,Pending,1909
c8ad095c-d131-4049-aa65-84038ccded15,"13296 Blackwell Key, East Justin, FL 58680","Mckinney, Davies and Walker",New York,DE,Cook County,2024-08-06,2021-03-04,Letter however weight light.,barnes.net,8283.74,sq ft,"38.84968, -173.869937",https://dummyimage.com/126x449,-12.49873,Must hand this family take collection make.,-43.83255,9656.11,sq ft,Bryant-Torres,"Trujillo, Soto and Jackson",2021-07-16,599296.65,629246.13,260856.91,2021-06-20,2021-11-09,Pending,2024-04-11,2022-07-19,8,4,9,5,Garage,Jeffrey Russell,20221,535332.42,Commercial,BC,https://hill.biz/,For Sale,2023
d1c483b7-13c4-44b3-8e46-23ba7f04b65a,"9061 Miller Path, South Gary, WY 72055","Bernard, Brewer and Brooks",Dallas,SG,Harris County,2024-09-14,2024-10-31,Follow could example notice.,trujillo-massey.com,3380.5,sq ft,"-73.807628, -99.241137",https://placeimg.com/281/714/any,73.714441,Help cold floor save prove enjoy price cup.,-11.531499,2676.99,sq ft,Wilkinson LLC,"Jefferson, Hall and Wallace",2021-12-11,945576.66,539653.58,596470.54,2022-11-06,2021-11-30,For Sale,2023-07-17,2025-06-10,1,5,4,7,Garage,Angela Best,55329,258628.71,Apartment,CA,https://www.warren.com/,Sold,1966
565149f5-cd16-4bb4-a215-136d5295e0fa,"888 Brown Bridge, Nicholaston, WI 05343",Johnson-Johnston,Los Angeles,HK,Harris County,2021-09-24,2024-02-19,Then leader anyone go.,young.biz,5391.46,sq ft,"68.860968, 156.348494",https://placekitten.com/24/668,-11.98536,Eight family computer able follow.,-125.618489,3737.01,sq ft,"Knox, Hunt and Sims","Bird, Robles and Thomas",2021-11-03,18340.3,98640.7,642727.64,2024-04-02,2021-10-20,Pending,2024-10-12,2021-03-11,5,8,3,10,Garage,Brent Nielsen,72382,629450.09,Single Family,TX,http://chavez.com/,Pending,1972
fa67408d-be30-4092-b615-e163042ec757,"PSC 2451, Box 7471, APO AE 02504",Ray Ltd,Houston,JP,Cook County,2024-03-28,2024-03-14,Bill window day its.,cannon.com,7045.89,sq ft,"-55.284749, 170.023058",https://placeimg.com/620/634/any,-79.914233,Travel tonight college majority charge.,-101.507155,861.34,sq ft,Chase and Sons,"Carney, Daniels and Jones",2024-05-04,272478.5,436751.04,826911.49,2025-04-21,2024-11-30,Off Market,2022-07-30,2024-09-25,2,10,10,4,Street,Brian Wong,85157,156730.47,Single Family,TX,http://ayala.com/,Off Market,2021
f9081949-b9ff-4fe7-baa2-e74684988c50,"13204 Matthews Walk Suite 910, Harmonton, HI 90760",Estrada-James,Los Angeles,HK,Cook County,2021-12-13,2020-09-05,With do everyone discover may early physical.,allen.com,6508.47,sq ft,"-10.307785, 141.585258",https://placeimg.com/663/397/any,-59.934449,Personal message we early loss beautiful consider.,80.717792,4468.98,sq ft,Myers Ltd,"Woodward, Vance and Montoya",2023-09-02,427300.53,501831.97,855911.48,2020-10-24,2021-07-02,Sold,2025-07-01,2024-03-24,7,4,1,2,Street,Vincent Edwards,31290,555673.27,Land,ON,https://www.benjamin.com/,Pending,1977
62deead7-4a75-44ad-bb92-23b1b62bef29,"Unit 4548 Box 5101, DPO AA 88710",Sanchez-Jones,New York,JP,Los Angeles County,2021-11-28,2023-04-16,Affect stage visit not lead officer.,martin.com,8940.3,sq ft,"17.736582, -67.932935",https://placekitten.com/640/906,30.251447,Hope scene owner image view around.,67.765246,8613.15,sq ft,Banks and Sons,Jacobs Group,2025-06-30,825483.39,149681.54,308075.02,2022-06-24,2022-10-05,For Sale,2021-05-16,2024-09-25,4,8,9,5,Street,Kenneth Lee,51023,267263.53,Land,CA,http://www.hale-ward.com/,Pending,1924
e125c2b2-18da-465a-a283-76de677640f9,"30340 Carter Crescent Suite 792, West Ronaldfurt, CA 88862",Cummings-Thomas,New York,HK,San Diego County,2022-05-22,2024-01-11,Concern admit door staff culture doctor price.,wells.info,3262.0,sq ft,"17.616517, -2.622384",https://dummyimage.com/786x475,-48.985624,Speech agency allow husband.,58.553672,950.19,sq ft,Flores-Wall,"Moore, Roy and Perez",2024-03-07,574118.02,372274.3,190954.59,2020-08-10,2025-07-15,Pending,2025-06-20,2023-05-18,9,7,9,1,Carport,Dale Church,74344,799043.45,Apartment,QLD,http://barton-christensen.com/,Sold,1943
3d14984c-cb92-4154-9a27-8d31672cb368,"0749 Billy Summit, Williammouth, HI 84317","Thomas, Roberts and Smith",San Diego,JP,San Diego County,2023-10-30,2021-06-13,Four recognize baby focus begin.,richardson-barrett.com,8092.74,sq ft,"50.159023, 153.696563",https://dummyimage.com/384x447,-81.678459,Could list condition social play.,-59.40402,1846.5,sq ft,Lee-Fuentes,Anderson LLC,2023-12-31,239325.78,742396.89,284474.12,2023-10-12,2021-04-10,Off Market,2025-03-07,2022-05-14,3,3,4,1,Street,Amanda Walsh,08921,270377.17,Condo,BY,https://webb.com/,Sold,1922
e276ce2f-f536-49cf-9d68-80d87b752388,"5775 Dyer Drives Suite 403, Chrisberg, VT 68658",Oconnor Ltd,Houston,FR,Los Angeles County,2023-02-02,2022-07-15,Operation south executive training ahead.,higgins.net,1145.54,sq ft,"-24.27267, -76.438132",https://dummyimage.com/157x358,55.011855,Boy play help challenge eat.,45.764608,6733.77,sq ft,Carter-Dominguez,Adams and Sons,2022-01-06,852220.98,655281.48,359665.1,2022-06-08,2024-10-05,For Sale,2022-09-05,2020-10-29,1,10,4,9,Garage,Jeff Roberts,55329,600864.39,Commercial,TX,https://www.smith.com/,Pending,2015
0e10dc4e-ba38-4d66-9baf-df5974e05910,"232 Pennington Branch Suite 702, Adamchester, UT 38694",Trujillo-Delacruz,Phoenix,DE,Los Angeles County,2023-12-21,2024-07-18,Operation small where type today.,young.org,9623.09,sq ft,"83.099711, -144.188981",https://placeimg.com/462/82/any,-4.581515,Away analysis where fear sound four.,-50.525605,4513.31,sq ft,"Davis, Boyd and Bates",Williams PLC,2022-12-09,772840.94,494743.62,815246.75,2022-10-12,2021-09-29,For Sale,2021-10-20,2021-12-26,6,2,1,2,Carport,Connie Harvey,91055,884214.92,Land,QLD,http://www.jimenez-barnes.com/,Sold,1925
1dab9642-c2e0-44ef-b1ae-7fdae535d582,"7728 Marilyn Island Suite 611, North Darrylbury, AL 70508",Green Ltd,San Diego,HK,Cook County,2021-07-07,2024-10-25,East memory development season space.,williams.org,5575.18,sq ft,"78.999995, 17.713014",https://placekitten.com/659/972,-10.488264,Indicate action leave read fear within stuff argue.,62.703996,2060.7,sq ft,"Lawson, Watson and Jones","Barr, Jackson and Avery",2025-04-21,228315.66,260722.2,643256.57,2022-09-17,2024-12-05,Sold,2021-01-10,2021-12-23,5,7,3,5,Street,Douglas Lowery,86782,741671.29,Multi-Family,CA,https://www.cherry.com/,For Sale,2012
8a1df95d-f45b-4925-8bfd-bbbb39cbbb79,"978 Ross Avenue Suite 638, Mooremouth, FL 76455",Wallace and Sons,Dallas,JP,Maricopa County,2021-10-01,2021-11-29,As available natural month maybe remain cover.,mclaughlin-atkins.info,8808.97,sq ft,"68.303076, 6.419709",https://placeimg.com/276/231/any,-74.444073,Let language hospital tend then.,-5.460594,6993.85,sq ft,Boyd PLC,Byrd-Fowler,2023-02-01,930144.19,604567.58,94678.34,2020-12-14,2021-03-21,For Sale,2022-08-18,2022-02-20,6,5,5,6,Driveway,David Miller,31290,921726.65,Multi-Family,QLD,http://johnson.info/,Off Market,1919
fc00b79e-4653-4aa9-9326-3141dab6e512,"620 Steven Shoals Apt. 762, West Alexport, NM 11485","Curry, Moore and Martin",Phoenix,US,Harris County,2024-09-27,2023-03-30,Opportunity rate weight try.,morales-anderson.info,4058.83,sq ft,"-10.00192, -60.069298",https://placeimg.com/508/564/any,61.253104,Offer explain federal million mention fund door.,-129.83257,137.36,sq ft,Taylor LLC,Williams and Sons,2021-10-21,219033.36,851232.49,420591.24,2022-12-22,2022-02-25,For Sale,2025-02-16,2023-11-06,10,10,1,3,Driveway,Barbara Thomas,91055,300098.13,Multi-Family,BC,http://www.griffin.com/,For Sale,1956
9b7f85b1-2e81-41bd-8d4c-50bf57a8c4f1,"0317 Blackburn Cliff, Lauraville, NE 04928",Clark-Moore,Chicago,AU,San Diego County,2025-01-24,2022-08-01,Stand possible concern evidence rest.,mathews.com,1001.26,sq ft,"-60.156329, -168.621327",https://placeimg.com/701/676/any,62.965272,Account civil focus apply then team speak treatment.,91.610393,8347.58,sq ft,Hill-Levine,"Young, Vance and Walters",2024-07-10,703141.55,421275.77,690112.47,2024-03-31,2024-05-31,For Sale,2021-07-27,2023-02-14,3,5,9,9,Street,Michael Obrien,26928,358538.94,Single Family,BC,https://www.castillo.com/,Pending,1982
3ef0a7aa-fe80-4b37-8496-e99b354ac8fe,"184 Moreno Fields, Craigville, ND 61058",Hamilton Group,Los Angeles,US,Los Angeles County,2024-03-15,2024-04-23,Decade would measure majority people.,terry.biz,6545.75,sq ft,"80.760487, 105.530974",https://dummyimage.com/827x69,-39.403678,Game throw where base campaign stuff similar share.,16.326982,6356.97,sq ft,"Harper, Stone and Harris","Washington, Friedman and Gray",2020-08-01,335849.61,863105.99,139422.15,2023-05-31,2024-02-11,Sold,2023-06-22,2024-02-08,10,10,6,4,Garage,Eric Landry,27054,388485.06,Land,QLD,https://www.burns.com/,Sold,1923
77b91056-3aed-4e72-8fdc-8021e344e909,"78203 Larry Tunnel, South Michele, VA 58009",Rodriguez PLC,New York,SG,Cook County,2022-06-23,2022-09-22,Produce something memory scientist send along situation far.,carter-bailey.net,7578.44,sq ft,"12.118456, 156.967501",https://placekitten.com/732/131,-70.664834,Agree hope all much feeling these certainly.,109.997049,577.91,sq ft,"Martin, Myers and Adams",Potts-Quinn,2025-07-07,398563.24,480795.59,685527.29,2024-07-30,2024-01-25,Off Market,2025-04-21,2025-04-07,6,9,8,2,Garage,Christopher Shaffer,10945,777610.29,Land,BY,https://nichols.info/,Off Market,1992
b01d3c84-c17e-4c17-8251-1fd237b8ddab,"100 Thomas Key, Perezville, NH 29111","Adams, Robinson and Jones",Houston,AU,Los Angeles County,2024-07-06,2024-07-22,Whatever mouth far option.,brown.info,2763.17,sq ft,"24.54464, 112.615269",https://dummyimage.com/282x924,86.689647,Stop personal owner throughout finally.,-176.975498,1003.31,sq ft,Jones and Sons,Michael-Norton,2022-02-24,774317.92,341655.81,356557.32,2025-03-25,2021-10-24,Pending,2020-09-08,2023-07-25,4,2,9,5,Street,Paul Russell,33561,338693.85,Townhouse,TX,https://www.campbell-robinson.com/,For Sale,1974
318258b8-08c0-4c2c-8a57-8c0757173017,"7793 Hernandez Forge, Kimport, MT 38838","Vargas, Cooley and Hernandez",Houston,SG,Los Angeles County,2023-07-25,2023-01-24,Red price throughout reflect food over meet.,white.com,9837.87,sq ft,"4.134519, 158.614491",https://placekitten.com/417/1007,50.881061,Right article feeling present.,68.138469,7368.54,sq ft,Zamora PLC,Robertson Ltd,2023-12-02,715727.84,992382.09,538867.86,2021-02-07,2024-07-30,Off Market,2023-05-19,2024-08-18,7,3,4,1,Street,Robert Barry,86763,508840.42,Condo,QLD,http://www.welch.com/,Sold,1991
57aed0ef-6719-467f-907a-b462ceccdb22,"4136 Julie Valley Suite 056, South Emily, HI 96921",Mendez Ltd,Phoenix,CA,Los Angeles County,2021-11-10,2025-05-01,Among culture receive character national.,hood.info,1653.79,sq ft,"27.014283, 0.5685",https://dummyimage.com/701x545,-65.344286,Price make issue democratic computer safe.,69.323639,4959.07,sq ft,"Silva, Andrade and Howell",Burnett-Smith,2020-10-07,338591.18,874923.79,853508.6,2022-04-11,2023-03-18,Sold,2024-03-17,2023-04-23,5,2,3,7,Carport,Marvin Davis,92194,769575.64,Condo,BC,http://guzman.biz/,Sold,1911
1987cb1e-9278-4a58-8bc4-74b691ee9f1d,"291 Salinas Centers, Lake Samantha, NE 69560","Davis, Reed and Ramirez",San Diego,DE,Cook County,2024-06-30,2021-06-04,Total role none price challenge.,chen.com,2512.94,sq ft,"-42.399559, -105.179991",https://placekitten.com/155/236,60.147914,Word Congress member team.,-175.913147,8532.87,sq ft,Mcgee-Guzman,Torres-Gilbert,2021-05-23,501026.3,315113.91,155686.6,2021-05-12,2020-07-26,Pending,2023-06-18,2021-07-02,4,6,8,5,None,Justin Garcia,74344,818960.69,Commercial,QLD,https://www.moore.com/,For Sale,2002
09bb43dd-2bf6-4101-918d-8d7329ddbb0a,"87094 Anita Ridge Suite 887, Martineztown, WA 61048",Baker LLC,Phoenix,HK,Los Angeles County,2020-08-04,2022-06-21,Public go idea less business Congress name.,watson.com,5727.53,sq ft,"14.715095, -114.675285",https://placekitten.com/754/367,59.050836,Only sure success six police south.,-144.472563,8057.17,sq ft,"Adkins, Gardner and Robles","Smith, Johnson and Williams",2022-06-03,173963.61,944134.85,647516.29,2025-02-26,2021-01-07,For Sale,2020-09-14,2020-11-12,4,1,6,1,Garage,Andrea Mccarty,41687,862537.37,Apartment,CA,http://clarke.info/,For Sale,1983
cf5bc2d0-85fe-4268-bc08-e67debd5531b,"97364 Contreras Corners, Thomasmouth, VA 88438",Roberts-Phillips,San Diego,UK,Harris County,2024-02-12,2023-06-03,Type sport pattern standard talk.,watson.com,4610.82,sq ft,"14.345711, 101.983846",https://www.lorempixel.com/950/566,72.535894,Wife range job benefit simple others amount financial.,102.493358,5617.07,sq ft,Jones and Sons,Gonzales LLC,2023-03-25,847333.28,57810.62,357838.3,2021-08-18,2024-01-08,Pending,2024-03-26,2022-10-06,1,9,10,6,None,Samantha Hartman,51627,778512.26,Commercial,BC,http://dominguez-gallagher.com/,Sold,2019
932465f1-e80c-4c89-ab8a-8e754fc35881,"50085 Henderson Rapid, Brandonhaven, MT 23798",Lloyd-Collins,Los Angeles,DE,Harris County,2023-12-08,2023-01-13,Back now discussion focus.,palmer.info,2101.22,sq ft,"8.048684, 135.982177",https://www.lorempixel.com/111/939,42.326329,Myself ball through.,136.209114,3026.47,sq ft,Townsend-Ashley,"Graham, Shaw and Allen",2023-05-23,244953.21,671099.81,568786.73,2023-06-01,2023-08-18,Off Market,2024-09-08,2021-10-15,3,8,1,1,Street,Jennifer Coleman,05743,242318.84,Townhouse,QLD,http://jones.org/,Off Market,1943
2890c497-d0d3-4540-bde4-87adf0017d1c,"5636 Stacey Walk, Lake Misty, PA 67805",Lyons-Jones,Phoenix,HK,Cook County,2025-04-20,2023-02-10,Across despite author trip not assume.,white.com,651.93,sq ft,"63.827085, -3.214964",https://www.lorempixel.com/493/320,43.71994,Information let return nature toward wish stay.,-17.992742,1945.3,sq ft,"Hays, Woodward and Wilson",Huang Inc,2024-07-07,588919.82,863811.98,486130.04,2020-12-03,2020-11-16,Off Market,2021-07-09,2023-01-12,2,5,3,1,Carport,Shawn Santiago,20632,364618.11,Condo,BC,https://www.rocha-allen.com/,For Sale,1924
abcf7a72-cc88-479c-99a1-00fc20cf20fd,"068 Baxter Terrace, Floresville, IL 94547",Flores-Henderson,Dallas,IN,San Diego County,2024-07-30,2022-08-17,Dog air imagine current.,henderson.net,3444.23,sq ft,"57.870055, -8.679375",https://www.lorempixel.com/994/903,-68.158694,Bad expect actually billion simply including find.,52.645447,3515.18,sq ft,Brewer-Mcintyre,Lopez LLC,2024-01-30,411296.97,864114.06,26680.47,2025-03-29,2023-03-10,Sold,2021-02-18,2023-02-18,9,2,3,10,Carport,Christy Jones,51023,910087.84,Land,BC,https://www.adams.com/,Pending,1917
4fccace3-1b52-4629-ab34-ea11f690ec36,"522 Berry Streets, Riceview, IL 73947","Murray, Meyer and Bruce",San Diego,US,San Diego County,2024-07-23,2024-04-22,Walk people option everyone chair.,patel.biz,9016.62,sq ft,"9.394262, -161.158928",https://placekitten.com/526/1002,2.099083,Resource health than exist she.,-2.565479,646.97,sq ft,Hughes-Stevens,Duncan Group,2021-06-26,709857.12,662794.54,559120.61,2023-05-24,2021-12-17,Off Market,2021-06-16,2022-01-15,5,7,5,5,Driveway,Jason Davis,85977,237697.68,Apartment,QLD,http://franklin.net/,Sold,1908
6c2bc9e8-4295-4862-9fec-6f67489d6614,"96678 Jones Harbors Apt. 164, Curryfort, OR 15631",Carroll-Johnson,San Francisco,SG,Harris County,2023-01-28,2021-11-15,Raise act everything watch same.,farmer.org,3716.86,sq ft,"-65.4799, 47.969935",https://placeimg.com/915/317/any,-7.535683,Of range look ok rather wind.,-160.955197,9560.36,sq ft,"Beck, Smith and Sanchez","Hartman, Malone and Hernandez",2025-05-23,961287.67,627148.25,860806.75,2021-07-02,2021-07-31,Off Market,2024-07-16,2024-10-25,5,7,2,2,Driveway,Justin Lutz,58268,935703.38,Land,ON,http://www.gilbert-knight.com/,For Sale,1945
2b002b2e-4f15-4027-8414-2de6b43e2331,"518 Abigail Walks, North Justinside, IA 90641","Simpson, Espinoza and Hatfield",Houston,IN,Maricopa County,2022-06-04,2022-05-15,Current start purpose go.,delgado.com,2728.15,sq ft,"68.771272, -82.449053",https://placekitten.com/666/826,1.286841,News in agree.,-117.710624,3859.02,sq ft,Jones-Blankenship,"Galloway, Bullock and Nelson",2022-12-31,630616.01,486908.86,952767.83,2025-04-10,2022-02-02,Pending,2024-12-19,2024-04-10,4,7,9,2,Street,Amanda George,72382,804374.33,Condo,ON,http://www.henry.com/,Pending,2002
eed1a006-2c4d-46c1-9289-f626bcceb501,"5817 Matthew Harbor, Gutierrezberg, NC 05152",Anderson LLC,Chicago,DE,San Diego County,2021-10-04,2023-07-22,Loss president know south word.,taylor-wilson.com,6932.53,sq ft,"-51.909471, -39.284052",https://dummyimage.com/857x521,85.122076,Without few part local.,-136.288563,4500.77,sq ft,Ward-Combs,Henson LLC,2023-02-03,180636.7,652379.79,681604.31,2021-01-15,2022-02-13,Sold,2020-09-22,2022-03-20,9,3,7,1,Driveway,Theresa Dennis DDS,26928,802683.54,Townhouse,BY,https://flores.info/,Sold,2007
e76c0e78-61e0-4de6-bc7a-90f172cb34e8,"90109 Eric Valleys, Mikechester, NJ 73446","Jackson, Ho and Williams",Chicago,AU,Maricopa County,2021-11-17,2022-06-24,Tax church cover senior customer interest.,gonzales-cook.biz,4028.84,sq ft,"26.059213, -154.120267",https://dummyimage.com/96x991,-44.780515,With sister wait different question.,137.745174,5794.01,sq ft,Moore-Armstrong,Pena-Davidson,2021-01-28,527267.27,760487.83,212200.11,2024-12-27,2020-11-12,Sold,2021-09-10,2023-08-25,9,10,10,4,Garage,Sheila Montgomery,27862,220453.43,Apartment,BY,http://www.kelley.com/,Off Market,1921
007ab857-c425-4330-90fb-67572ae94085,"73176 Keith Extension, Miguelburgh, MN 34911",Vazquez-Walsh,New York,US,Harris County,2025-03-12,2025-03-01,Around success interview someone.,williams.com,8114.73,sq ft,"21.424339, -89.317577",https://www.lorempixel.com/701/123,79.049714,Try trade ok value.,-155.203782,5657.49,sq ft,Valenzuela and Sons,Thomas-Smith,2021-02-05,425124.11,898392.12,746792.05,2025-07-13,2021-12-23,Off Market,2023-10-03,2020-09-21,4,4,7,8,Street,Kevin Barr,10847,965533.62,Condo,CA,https://marshall-hall.biz/,For Sale,1913
f0131f1e-9459-4c9c-9942-63213c81ba5d,"08238 Sims Mill, Hollyfurt, WV 51116",Dillon Inc,San Diego,UK,Maricopa County,2022-09-10,2020-09-06,Feel business fact.,lopez-walker.com,6873.84,sq ft,"15.515666, -52.027025",https://placekitten.com/241/884,80.45173,Cost sell hotel.,-59.83669,5870.72,sq ft,Herrera PLC,Johnson-Arnold,2023-09-04,484323.43,393891.64,317625.0,2021-07-26,2025-06-25,Pending,2021-05-05,2022-10-31,2,1,4,9,None,Lisa Johnson,51023,59164.39,Single Family,TX,http://www.bentley.net/,For Sale,1925
91f06572-dfa7-4afd-9f50-3da5175d9124,"5857 Olson Keys, West Christopher, DE 23293",Contreras Ltd,Dallas,SG,Harris County,2022-08-15,2022-01-16,Only participant stage.,brady-hall.org,9135.91,sq ft,"-78.422865, -80.812341",https://www.lorempixel.com/756/626,-69.219995,Must firm road wonder station notice group.,-132.861189,4484.58,sq ft,"Campbell, Garcia and Perez",Wagner PLC,2023-11-14,390278.01,288403.62,37932.81,2023-05-09,2024-06-09,Pending,2023-11-22,2021-08-19,10,8,1,8,Street,Kimberly Jones,58268,469448.4,Commercial,BC,http://www.long.com/,For Sale,2023
6b506208-30e0-45ea-b702-25b80c35a3a0,"0504 Fitzgerald Walk, Lewisberg, GA 23839",Spencer Inc,Dallas,JP,Los Angeles County,2023-04-07,2022-12-18,Role number beyond professional vote so.,young.org,9627.74,sq ft,"20.504323, 50.540126",https://placeimg.com/597/337/any,33.696886,Key nice itself certain clearly cut.,134.634712,5066.2,sq ft,"Walsh, Smith and Roberts",Walker-Reyes,2022-05-09,563356.51,624334.08,913207.53,2020-12-25,2022-06-12,Off Market,2023-03-25,2021-03-27,3,4,6,1,Street,Edward Castillo,92194,213956.32,Land,TX,https://bradley-diaz.org/,For Sale,2006
834dbbe2-efac-49b9-922d-9b78a769480a,"3605 Mitchell Roads Apt. 647, Walkerbury, NV 48436",Hood-Barnes,Los Angeles,IN,Maricopa County,2023-10-31,2025-07-13,Here if recently prove walk create.,hernandez.com,3588.04,sq ft,"45.120023, -17.291599",https://www.lorempixel.com/195/570,11.362372,Year president blood hope.,-151.806212,7247.19,sq ft,Wilson Inc,"Jackson, Gray and Tyler",2021-08-15,372378.27,741398.78,32675.42,2021-05-07,2023-11-16,Pending,2022-06-20,2023-04-26,10,3,3,10,Garage,Steven Smith,92194,671993.02,Single Family,BY,https://www.sullivan-barnett.com/,Pending,1953
aee3095b-5da7-4d8e-82ed-842d13368c1a,"3897 Brown Drives, New William, MT 61336","Love, Gonzalez and Wu",New York,DE,San Diego County,2023-05-19,2020-09-04,Apply major point amount.,roach.com,157.05,sq ft,"4.238343, 9.085244",https://www.lorempixel.com/689/898,-80.882474,Individual important four chance admit me drop.,-84.936396,4575.75,sq ft,Murphy-West,Castaneda-Hernandez,2022-10-14,810954.26,760595.7,82989.59,2021-10-04,2024-03-16,For Sale,2023-04-11,2023-10-30,9,9,3,3,Street,Laurie Ballard,30843,782025.13,Land,BC,http://holland.com/,Off Market,1924
087b5823-0ca4-4e69-ad86-dfcd069216c6,"41469 Valdez Mountains Suite 547, Stevenburgh, WA 55728",Flores Inc,Los Angeles,HK,Los Angeles County,2023-04-17,2022-03-03,Beautiful western suffer bit property against head.,carlson.com,5072.63,sq ft,"-7.481557, -32.3351",https://www.lorempixel.com/152/592,-2.192391,Growth method more write look about space.,119.502371,2029.64,sq ft,"Flores, Fuller and Gonzalez","Murphy, Duncan and Simmons",2025-01-03,403520.12,974500.71,833001.93,2021-10-30,2021-04-16,Sold,2021-12-24,2022-02-20,2,2,6,8,Garage,Tyler Sheppard,51627,484289.88,Commercial,BY,https://smith.com/,For Sale,1929
cc7726f5-984b-4d5e-99db-0a37de1795d6,"061 Kelly Terrace, Matatown, VT 22528","Hernandez, Gilbert and Reid",Chicago,IN,San Diego County,2025-05-13,2021-02-22,Clear end perform focus pretty wide friend same.,bender.com,5740.99,sq ft,"71.154278, 103.639892",https://placekitten.com/562/753,56.383349,Executive animal eye.,177.479944,2625.53,sq ft,Stark-Jones,Perez and Sons,2022-10-20,625385.76,605609.04,861938.25,2024-05-19,2022-01-27,Sold,2020-10-19,2021-11-15,6,2,1,9,Carport,Olivia Good,41687,198497.63,Commercial,CA,http://www.nolan.com/,Pending,1910
42f78a1a-70f1-4c69-9a88-27e0e957c711,"PSC 6064, Box 5326, APO AE 75070",Lewis-Kennedy,San Francisco,US,Maricopa County,2023-10-21,2023-07-26,Customer work few check young.,reyes.net,5196.89,sq ft,"-63.857428, 2.351246",https://placekitten.com/907/587,-28.741666,Community thank recognize watch use maintain interview.,177.725896,2780.73,sq ft,Barrera-Fox,Kemp Ltd,2023-07-21,582621.54,985111.98,76211.0,2023-04-11,2024-07-17,For Sale,2023-02-11,2024-09-19,8,8,1,6,Street,Billy Mendoza,05519,750160.91,Land,TX,http://kelly.org/,Sold,2008
